provider	model_id	provider_model_dir	manual_attachment	missing_count	missing_fields
fireworks-ai	accounts/fireworks/models/qwen3-4b-instruct-2507	accounts-fireworks-models-qwen3-4b-instruct-2507	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3-8b	accounts-fireworks-models-qwen3-8b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3-coder-30b-a3b-instruct	accounts-fireworks-models-qwen3-coder-30b-a3b-instruct	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3-coder-480b-a35b-instruct	accounts-fireworks-models-qwen3-coder-480b-a35b-instruct	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3-coder-480b-instruct-bf16	accounts-fireworks-models-qwen3-coder-480b-instruct-bf16	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3-embedding-0p6b	accounts-fireworks-models-qwen3-embedding-0p6b	false	3	pricing.output,features.attachment,modalities.output
fireworks-ai	accounts/fireworks/models/qwen3-embedding-4b	accounts-fireworks-models-qwen3-embedding-4b	false	3	pricing.output,features.attachment,modalities.output
fireworks-ai	accounts/fireworks/models/qwen3-embedding-8b	accounts-fireworks-models-qwen3-embedding-8b	false	3	pricing.output,features.attachment,modalities.output
fireworks-ai	accounts/fireworks/models/qwen3-next-80b-a3b-instruct	accounts-fireworks-models-qwen3-next-80b-a3b-instruct	false	2	limit.context,features.attachment
fireworks-ai	accounts/fireworks/models/qwen3-next-80b-a3b-thinking	accounts-fireworks-models-qwen3-next-80b-a3b-thinking	false	2	limit.context,features.attachment
fireworks-ai	accounts/fireworks/models/qwen3-reranker-0p6b	accounts-fireworks-models-qwen3-reranker-0p6b	false	3	pricing.output,features.attachment,modalities.output
fireworks-ai	accounts/fireworks/models/qwen3-reranker-4b	accounts-fireworks-models-qwen3-reranker-4b	false	3	pricing.output,features.attachment,modalities.output
fireworks-ai	accounts/fireworks/models/qwen3-reranker-8b	accounts-fireworks-models-qwen3-reranker-8b	false	3	pricing.output,features.attachment,modalities.output
fireworks-ai	accounts/fireworks/models/qwen3p5-27b	accounts-fireworks-models-qwen3p5-27b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3p5-35b-a3b	accounts-fireworks-models-qwen3p5-35b-a3b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3p5-9b	accounts-fireworks-models-qwen3p5-9b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3p6-27b	accounts-fireworks-models-qwen3p6-27b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwen3p6-35b-a3b	accounts-fireworks-models-qwen3p6-35b-a3b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/qwq-32b	accounts-fireworks-models-qwq-32b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/seed-oss-36b-instruct	accounts-fireworks-models-seed-oss-36b-instruct	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/snorkel-mistral-7b-pairrm-dpo	accounts-fireworks-models-snorkel-mistral-7b-pairrm-dpo	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/toppy-m-7b	accounts-fireworks-models-toppy-m-7b	false	1	features.attachment
fireworks-ai	accounts/fireworks/models/voyage-4-nano	accounts-fireworks-models-voyage-4-nano	false	3	pricing.output,features.attachment,modalities.output
fireworks-ai	accounts/fireworks/models/zephyr-7b-beta	accounts-fireworks-models-zephyr-7b-beta	false	1	features.attachment
fireworks-ai	accounts/sentientfoundation-serverless/models/dobby-mini-unhinged-plus-llama-3-1-8b	accounts-sentientfoundation-serverless-models-dobby-mini-unhinged-plus-llama-3-1-8b	false	1	features.attachment
fireworks-ai	accounts/sentientfoundation/models/dobby-unhinged-llama-3-3-70b-new	accounts-sentientfoundation-models-dobby-unhinged-llama-3-3-70b-new	false	1	features.attachment
github-copilot	gpt-3.5-turbo	gpt-3-5-turbo	false	3	pricing.input,pricing.output,features.attachment
github-copilot	gpt-3.5-turbo-0613	gpt-3-5-turbo-0613	false	3	pricing.input,pricing.output,features.attachment
github-copilot	gpt-4	gpt-4	false	3	pricing.input,pricing.output,features.attachment
github-copilot	gpt-4-0613	gpt-4-0613	false	3	pricing.input,pricing.output,features.attachment
github-copilot	gpt-4-o-preview	gpt-4-o-preview	false	3	pricing.input,pricing.output,features.attachment
github-copilot	gpt-4o-2024-08-06	gpt-4o-2024-08-06	false	3	pricing.input,pricing.output,features.attachment
github-copilot	gpt-4o-mini	gpt-4o-mini	false	3	pricing.input,pricing.output,features.attachment
github-copilot	gpt-4o-mini-2024-07-18	gpt-4o-mini-2024-07-18	false	3	pricing.input,pricing.output,features.attachment
github-copilot	grok-code-fast-1	grok-code-fast-1	false	3	pricing.input,pricing.output,features.attachment
nvidia	abacusai/dracarys-llama-3.1-70b-instruct	abacusai-dracarys-llama-3-1-70b-instruct	false	5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	baai/bge-m3	baai-bge-m3	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	bytedance/seed-oss-36b-instruct	bytedance-seed-oss-36b-instruct	false	3	pricing.input,pricing.output,features.attachment
nvidia	deepseek-ai/deepseek-v4-flash	deepseek-ai-deepseek-v4-flash	false	4	limit.context,pricing.input,pricing.output,features.attachment
nvidia	deepseek-ai/deepseek-v4-pro	deepseek-ai-deepseek-v4-pro	false	4	limit.context,pricing.input,pricing.output,features.attachment
nvidia	google/codegemma-7b	google-codegemma-7b	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	google/gemma-2-2b-it	google-gemma-2-2b-it	false	5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	moonshotai/kimi-k2-instruct	moonshotai-kimi-k2-instruct	false	4	pricing.input,pricing.output,features.attachment,modalities.output
nvidia	nvidia/embed-qa-4	nvidia-embed-qa-4	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/gliner-pii	nvidia-gliner-pii	false	5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	nvidia/llama-3.1-nemoguard-8b-content-safety	nvidia-llama-3-1-nemoguard-8b-content-safety	false	5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	nvidia/llama-3.1-nemoguard-8b-topic-control	nvidia-llama-3-1-nemoguard-8b-topic-control	false	5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	nvidia/llama-3.1-nemotron-nano-8b-v1	nvidia-llama-3-1-nemotron-nano-8b-v1	false	4	limit.context,pricing.input,pricing.output,features.attachment
nvidia	nvidia/llama-3.1-nemotron-safety-guard-8b-v3	nvidia-llama-3-1-nemotron-safety-guard-8b-v3	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/llama-3.1-nemotron-ultra-253b-v1	nvidia-llama-3-1-nemotron-ultra-253b-v1	false	4	limit.context,pricing.input,pricing.output,features.attachment
nvidia	nvidia/llama-3.2-nemoretriever-300m-embed-v1	nvidia-llama-3-2-nemoretriever-300m-embed-v1	false	5	pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/llama-3.2-nv-embedqa-1b-v1	nvidia-llama-3-2-nv-embedqa-1b-v1	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/llama-3.2-nv-embedqa-1b-v2	nvidia-llama-3-2-nv-embedqa-1b-v2	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/llama-3.3-nemotron-super-49b-v1	nvidia-llama-3-3-nemotron-super-49b-v1	false	4	limit.context,pricing.input,pricing.output,features.attachment
nvidia	nvidia/llama-nemotron-embed-1b-v2	nvidia-llama-nemotron-embed-1b-v2	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/nemotron-content-safety-reasoning-4b	nvidia-nemotron-content-safety-reasoning-4b	false	4	pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	nvidia/nemotron-mini-4b-instruct	nvidia-nemotron-mini-4b-instruct	false	4	limit.context,pricing.input,pricing.output,features.attachment
nvidia	nvidia/nv-embed-v1	nvidia-nv-embed-v1	false	5	pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/nv-embedcode-7b-v1	nvidia-nv-embedcode-7b-v1	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/nv-embedqa-e5-v5	nvidia-nv-embedqa-e5-v5	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	nvidia/riva-translate-4b-instruct-v1.1	nvidia-riva-translate-4b-instruct-v1-1	false	5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	qwen/qwen2.5-coder-32b-instruct	qwen-qwen2-5-coder-32b-instruct	false	5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	sarvamai/sarvam-m	sarvamai-sarvam-m	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	snowflake/arctic-embed-l	snowflake-arctic-embed-l	false	6	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.output
nvidia	stepfun-ai/step-3.5-flash	stepfun-ai-step-3-5-flash	false	4	pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	stockmark/stockmark-2-100b-instruct	stockmark-stockmark-2-100b-instruct	false	4	pricing.input,pricing.output,features.attachment,features.tool_call
nvidia	z-ai/glm4.7	z-ai-glm4-7	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	cogito-2.1:671b	cogito-2-1-671b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	deepseek-v3.1:671b	deepseek-v3-1-671b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	deepseek-v3.2	deepseek-v3-2	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	deepseek-v4-flash	deepseek-v4-flash	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	deepseek-v4-pro	deepseek-v4-pro	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	devstral-2:123b	devstral-2-123b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	devstral-small-2:24b	devstral-small-2-24b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	gemini-3-flash-preview	gemini-3-flash-preview	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	gemma3:12b	gemma3-12b	true	4	pricing.input,pricing.output,features.attachment,features.tool_call
ollama-cloud	gemma3:27b	gemma3-27b	true	4	pricing.input,pricing.output,features.attachment,features.tool_call
ollama-cloud	gemma3:4b	gemma3-4b	true	4	pricing.input,pricing.output,features.attachment,features.tool_call
ollama-cloud	gemma4:31b	gemma4-31b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	glm-4.6	glm-4-6	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	glm-4.7	glm-4-7	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	glm-5	glm-5	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	glm-5.1	glm-5-1	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	gpt-oss:120b	gpt-oss-120b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	gpt-oss:20b	gpt-oss-20b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	kimi-k2-thinking	kimi-k2-thinking	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	kimi-k2:1t	kimi-k2-1t	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	kimi-k2.5	kimi-k2-5	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	kimi-k2.6	kimi-k2-6	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	minimax-m2	minimax-m2	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	minimax-m2.1	minimax-m2-1	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	minimax-m2.5	minimax-m2-5	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	minimax-m2.7	minimax-m2-7	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	ministral-3:14b	ministral-3-14b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	ministral-3:3b	ministral-3-3b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	ministral-3:8b	ministral-3-8b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	mistral-large-3:675b	mistral-large-3-675b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	nemotron-3-nano:30b	nemotron-3-nano-30b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	nemotron-3-super	nemotron-3-super	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	qwen3-coder-next	qwen3-coder-next	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	qwen3-coder:480b	qwen3-coder-480b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	qwen3-next:80b	qwen3-next-80b	false	3	pricing.input,pricing.output,features.attachment
ollama-cloud	qwen3-vl:235b	qwen3-vl-235b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	qwen3-vl:235b-instruct	qwen3-vl-235b-instruct	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	qwen3.5:397b	qwen3-5-397b	true	3	pricing.input,pricing.output,features.attachment
ollama-cloud	rnj-1:8b	rnj-1-8b	false	3	pricing.input,pricing.output,features.attachment
